Date,Sheet_Source,Metric,Value
01-01-2024,Summary Financials,Revenue (MRR),4212.5
01-02-2024,Summary Financials,Revenue (MRR),8385
01-03-2024,Summary Financials,Revenue (MRR),12607.5
01-04-2024,Summary Financials,Revenue (MRR),16880
01-05-2024,Summary Financials,Revenue (MRR),21290
01-06-2024,Summary Financials,Revenue (MRR),25867.5
01-07-2024,Summary Financials,Revenue (MRR),30672.5
01-08-2024,Summary Financials,Revenue (MRR),35732.5
01-09-2024,Summary Financials,Revenue (MRR),41107.5
01-10-2024,Summary Financials,Revenue (MRR),46825
01-11-2024,Summary Financials,Revenue (MRR),52915
01-12-2024,Summary Financials,Revenue (MRR),59435
01-01-2025,Summary Financials,Revenue (MRR),65952.5
01-02-2025,Summary Financials,Revenue (MRR),72962.5
01-03-2025,Summary Financials,Revenue (MRR),80522.5
01-04-2025,Summary Financials,Revenue (MRR),88720
01-05-2025,Summary Financials,Revenue (MRR),97585
01-06-2025,Summary Financials,Revenue (MRR),107177.5
01-07-2025,Summary Financials,Revenue (MRR),117585
01-08-2025,Summary Financials,Revenue (MRR),128895
01-09-2025,Summary Financials,Revenue (MRR),141165
01-10-2025,Summary Financials,Revenue (MRR),154542.5
01-11-2025,Summary Financials,Revenue (MRR),169087.5
01-12-2025,Summary Financials,Revenue (MRR),184857.5
01-01-2026,Summary Financials,Revenue (MRR),201067.5
01-02-2026,Summary Financials,Revenue (MRR),218712.5
01-03-2026,Summary Financials,Revenue (MRR),237940
01-04-2026,Summary Financials,Revenue (MRR),258927.5
01-05-2026,Summary Financials,Revenue (MRR),281762.5
01-06-2026,Summary Financials,Revenue (MRR),306680
01-07-2026,Summary Financials,Revenue (MRR),333857.5
01-08-2026,Summary Financials,Revenue (MRR),363475
01-09-2026,Summary Financials,Revenue (MRR),395767.5
01-10-2026,Summary Financials,Revenue (MRR),430970
01-11-2026,Summary Financials,Revenue (MRR),469435
01-12-2026,Summary Financials,Revenue (MRR),511402.5
01-01-2027,Summary Financials,Revenue (MRR),557170
01-02-2027,Summary Financials,Revenue (MRR),607177.5
01-03-2027,Summary Financials,Revenue (MRR),661810
01-04-2027,Summary Financials,Revenue (MRR),721425
01-05-2027,Summary Financials,Revenue (MRR),786582.5
01-06-2027,Summary Financials,Revenue (MRR),857785
01-07-2027,Summary Financials,Revenue (MRR),935597.5
01-08-2027,Summary Financials,Revenue (MRR),1020670
01-09-2027,Summary Financials,Revenue (MRR),1113655
01-10-2027,Summary Financials,Revenue (MRR),1215265
01-11-2027,Summary Financials,Revenue (MRR),1326360
01-12-2027,Summary Financials,Revenue (MRR),1447857.5
01-01-2028,Summary Financials,Revenue (MRR),1580737.5
01-02-2028,Summary Financials,Revenue (MRR),1726100
01-03-2028,Summary Financials,Revenue (MRR),1885045
01-04-2028,Summary Financials,Revenue (MRR),2058962.5
01-05-2028,Summary Financials,Revenue (MRR),2249252.5
01-06-2028,Summary Financials,Revenue (MRR),2457490
01-07-2028,Summary Financials,Revenue (MRR),2685367.5
01-08-2028,Summary Financials,Revenue (MRR),2934817.5
01-09-2028,Summary Financials,Revenue (MRR),3207862.5
01-10-2028,Summary Financials,Revenue (MRR),3506735
01-11-2028,Summary Financials,Revenue (MRR),3833932.5
01-12-2028,Summary Financials,Revenue (MRR),4192220
01-01-2024,Summary Financials,COGS,-674
01-02-2024,Summary Financials,COGS,-1341.6
01-03-2024,Summary Financials,COGS,-2017.2
01-04-2024,Summary Financials,COGS,-2700.8
01-05-2024,Summary Financials,COGS,-3406.4
01-06-2024,Summary Financials,COGS,-4138.8
01-07-2024,Summary Financials,COGS,-4907.6
01-08-2024,Summary Financials,COGS,-5717.2
01-09-2024,Summary Financials,COGS,-6577.2
01-10-2024,Summary Financials,COGS,-7492
01-11-2024,Summary Financials,COGS,-8466.4
01-12-2024,Summary Financials,COGS,-9509.6
01-01-2025,Summary Financials,COGS,-10222.6375
01-02-2025,Summary Financials,COGS,-11309.1875
01-03-2025,Summary Financials,COGS,-12480.9875
01-04-2025,Summary Financials,COGS,-13751.6
01-05-2025,Summary Financials,COGS,-15125.675
01-06-2025,Summary Financials,COGS,-16612.5125
01-07-2025,Summary Financials,COGS,-18225.675
01-08-2025,Summary Financials,COGS,-19978.725
01-09-2025,Summary Financials,COGS,-21880.575
01-10-2025,Summary Financials,COGS,-23954.0875
01-11-2025,Summary Financials,COGS,-26208.5625
01-12-2025,Summary Financials,COGS,-28652.9125
01-01-2026,Summary Financials,COGS,-30160.125
01-02-2026,Summary Financials,COGS,-32806.875
01-03-2026,Summary Financials,COGS,-35691
01-04-2026,Summary Financials,COGS,-38839.125
01-05-2026,Summary Financials,COGS,-42264.375
01-06-2026,Summary Financials,COGS,-46002
01-07-2026,Summary Financials,COGS,-50078.625
01-08-2026,Summary Financials,COGS,-54521.25
01-09-2026,Summary Financials,COGS,-59365.125
01-10-2026,Summary Financials,COGS,-64645.5
01-11-2026,Summary Financials,COGS,-70415.25
01-12-2026,Summary Financials,COGS,-76710.375
01-01-2027,Summary Financials,COGS,-80789.65
01-02-2027,Summary Financials,COGS,-88040.7375
01-03-2027,Summary Financials,COGS,-95962.45
01-04-2027,Summary Financials,COGS,-104606.625
01-05-2027,Summary Financials,COGS,-114054.4625
01-06-2027,Summary Financials,COGS,-124378.825
01-07-2027,Summary Financials,COGS,-135661.6375
01-08-2027,Summary Financials,COGS,-147997.15
01-09-2027,Summary Financials,COGS,-161479.975
01-10-2027,Summary Financials,COGS,-176213.425
01-11-2027,Summary Financials,COGS,-192322.2
01-12-2027,Summary Financials,COGS,-209939.3375
01-01-2028,Summary Financials,COGS,-221303.25
01-02-2028,Summary Financials,COGS,-241654
01-03-2028,Summary Financials,COGS,-263906.3
01-04-2028,Summary Financials,COGS,-288254.75
01-05-2028,Summary Financials,COGS,-314895.35
01-06-2028,Summary Financials,COGS,-344048.6
01-07-2028,Summary Financials,COGS,-375951.45
01-08-2028,Summary Financials,COGS,-410874.45
01-09-2028,Summary Financials,COGS,-449100.75
01-10-2028,Summary Financials,COGS,-490942.9
01-11-2028,Summary Financials,COGS,-536750.55
01-12-2028,Summary Financials,COGS,-586910.8
01-01-2024,Summary Financials,Gross Profit,3538.5
01-02-2024,Summary Financials,Gross Profit,7043.4
01-03-2024,Summary Financials,Gross Profit,10590.3
01-04-2024,Summary Financials,Gross Profit,14179.2
01-05-2024,Summary Financials,Gross Profit,17883.6
01-06-2024,Summary Financials,Gross Profit,21728.7
01-07-2024,Summary Financials,Gross Profit,25764.9
01-08-2024,Summary Financials,Gross Profit,30015.3
01-09-2024,Summary Financials,Gross Profit,34530.3
01-10-2024,Summary Financials,Gross Profit,39333
01-11-2024,Summary Financials,Gross Profit,44448.6
01-12-2024,Summary Financials,Gross Profit,49925.4
01-01-2025,Summary Financials,Gross Profit,55729.8625
01-02-2025,Summary Financials,Gross Profit,61653.3125
01-03-2025,Summary Financials,Gross Profit,68041.5125
01-04-2025,Summary Financials,Gross Profit,74968.4
01-05-2025,Summary Financials,Gross Profit,82459.325
01-06-2025,Summary Financials,Gross Profit,90564.9875
01-07-2025,Summary Financials,Gross Profit,99359.325
01-08-2025,Summary Financials,Gross Profit,108916.275
01-09-2025,Summary Financials,Gross Profit,119284.425
01-10-2025,Summary Financials,Gross Profit,130588.4125
01-11-2025,Summary Financials,Gross Profit,142878.9375
01-12-2025,Summary Financials,Gross Profit,156204.5875
01-01-2026,Summary Financials,Gross Profit,170907.375
01-02-2026,Summary Financials,Gross Profit,185905.625
01-03-2026,Summary Financials,Gross Profit,202249
01-04-2026,Summary Financials,Gross Profit,220088.375
01-05-2026,Summary Financials,Gross Profit,239498.125
01-06-2026,Summary Financials,Gross Profit,260678
01-07-2026,Summary Financials,Gross Profit,283778.875
01-08-2026,Summary Financials,Gross Profit,308953.75
01-09-2026,Summary Financials,Gross Profit,336402.375
01-10-2026,Summary Financials,Gross Profit,366324.5
01-11-2026,Summary Financials,Gross Profit,399019.75
01-12-2026,Summary Financials,Gross Profit,434692.125
01-01-2027,Summary Financials,Gross Profit,476380.35
01-02-2027,Summary Financials,Gross Profit,519136.7625
01-03-2027,Summary Financials,Gross Profit,565847.55
01-04-2027,Summary Financials,Gross Profit,616818.375
01-05-2027,Summary Financials,Gross Profit,672528.0375
01-06-2027,Summary Financials,Gross Profit,733406.175
01-07-2027,Summary Financials,Gross Profit,799935.8625
01-08-2027,Summary Financials,Gross Profit,872672.85
01-09-2027,Summary Financials,Gross Profit,952175.025
01-10-2027,Summary Financials,Gross Profit,1039051.575
01-11-2027,Summary Financials,Gross Profit,1134037.8
01-12-2027,Summary Financials,Gross Profit,1237918.163
01-01-2028,Summary Financials,Gross Profit,1359434.25
01-02-2028,Summary Financials,Gross Profit,1484446
01-03-2028,Summary Financials,Gross Profit,1621138.7
01-04-2028,Summary Financials,Gross Profit,1770707.75
01-05-2028,Summary Financials,Gross Profit,1934357.15
01-06-2028,Summary Financials,Gross Profit,2113441.4
01-07-2028,Summary Financials,Gross Profit,2309416.05
01-08-2028,Summary Financials,Gross Profit,2523943.05
01-09-2028,Summary Financials,Gross Profit,2758761.75
01-10-2028,Summary Financials,Gross Profit,3015792.1
01-11-2028,Summary Financials,Gross Profit,3297181.95
01-12-2028,Summary Financials,Gross Profit,3605309.2
01-01-2024,Summary Financials,% margin,0.84
01-02-2024,Summary Financials,% margin,0.84
01-03-2024,Summary Financials,% margin,0.84
01-04-2024,Summary Financials,% margin,0.84
01-05-2024,Summary Financials,% margin,0.84
01-06-2024,Summary Financials,% margin,0.84
01-07-2024,Summary Financials,% margin,0.84
01-08-2024,Summary Financials,% margin,0.84
01-09-2024,Summary Financials,% margin,0.84
01-10-2024,Summary Financials,% margin,0.84
01-11-2024,Summary Financials,% margin,0.84
01-12-2024,Summary Financials,% margin,0.84
01-01-2025,Summary Financials,% margin,0.845
01-02-2025,Summary Financials,% margin,0.845
01-03-2025,Summary Financials,% margin,0.845
01-04-2025,Summary Financials,% margin,0.845
01-05-2025,Summary Financials,% margin,0.845
01-06-2025,Summary Financials,% margin,0.845
01-07-2025,Summary Financials,% margin,0.845
01-08-2025,Summary Financials,% margin,0.845
01-09-2025,Summary Financials,% margin,0.845
01-10-2025,Summary Financials,% margin,0.845
01-11-2025,Summary Financials,% margin,0.845
01-12-2025,Summary Financials,% margin,0.845
01-01-2026,Summary Financials,% margin,0.85
01-02-2026,Summary Financials,% margin,0.85
01-03-2026,Summary Financials,% margin,0.85
01-04-2026,Summary Financials,% margin,0.85
01-05-2026,Summary Financials,% margin,0.85
01-06-2026,Summary Financials,% margin,0.85
01-07-2026,Summary Financials,% margin,0.85
01-08-2026,Summary Financials,% margin,0.85
01-09-2026,Summary Financials,% margin,0.85
01-10-2026,Summary Financials,% margin,0.85
01-11-2026,Summary Financials,% margin,0.85
01-12-2026,Summary Financials,% margin,0.85
01-01-2027,Summary Financials,% margin,0.855
01-02-2027,Summary Financials,% margin,0.855
01-03-2027,Summary Financials,% margin,0.855
01-04-2027,Summary Financials,% margin,0.855
01-05-2027,Summary Financials,% margin,0.855
01-06-2027,Summary Financials,% margin,0.855
01-07-2027,Summary Financials,% margin,0.855
01-08-2027,Summary Financials,% margin,0.855
01-09-2027,Summary Financials,% margin,0.855
01-10-2027,Summary Financials,% margin,0.855
01-11-2027,Summary Financials,% margin,0.855
01-12-2027,Summary Financials,% margin,0.855
01-01-2028,Summary Financials,% margin,0.86
01-02-2028,Summary Financials,% margin,0.86
01-03-2028,Summary Financials,% margin,0.86
01-04-2028,Summary Financials,% margin,0.86
01-05-2028,Summary Financials,% margin,0.86
01-06-2028,Summary Financials,% margin,0.86
01-07-2028,Summary Financials,% margin,0.86
01-08-2028,Summary Financials,% margin,0.86
01-09-2028,Summary Financials,% margin,0.86
01-10-2028,Summary Financials,% margin,0.86
01-11-2028,Summary Financials,% margin,0.86
01-12-2028,Summary Financials,% margin,0.86
01-01-2024,Summary Financials,Payroll,-54000
01-02-2024,Summary Financials,Payroll,-54000
01-03-2024,Summary Financials,Payroll,-54000
01-04-2024,Summary Financials,Payroll,-72000
01-05-2024,Summary Financials,Payroll,-72000
01-06-2024,Summary Financials,Payroll,-72000
01-07-2024,Summary Financials,Payroll,-96000
01-08-2024,Summary Financials,Payroll,-96000
01-09-2024,Summary Financials,Payroll,-96000
01-10-2024,Summary Financials,Payroll,-132000
01-11-2024,Summary Financials,Payroll,-132000
01-12-2024,Summary Financials,Payroll,-138000
01-01-2025,Summary Financials,Payroll,-160320
01-02-2025,Summary Financials,Payroll,-160320
01-03-2025,Summary Financials,Payroll,-160320
01-04-2025,Summary Financials,Payroll,-203760
01-05-2025,Summary Financials,Payroll,-203760
01-06-2025,Summary Financials,Payroll,-203760
01-07-2025,Summary Financials,Payroll,-229680
01-08-2025,Summary Financials,Payroll,-247680
01-09-2025,Summary Financials,Payroll,-247680
01-10-2025,Summary Financials,Payroll,-274560
01-11-2025,Summary Financials,Payroll,-292560
01-12-2025,Summary Financials,Payroll,-299040
01-01-2026,Summary Financials,Payroll,-318825.6
01-02-2026,Summary Financials,Payroll,-342825.6
01-03-2026,Summary Financials,Payroll,-348825.6
01-04-2026,Summary Financials,Payroll,-394300.8
01-05-2026,Summary Financials,Payroll,-394300.8
01-06-2026,Summary Financials,Payroll,-418300.8
01-07-2026,Summary Financials,Payroll,-462374.4
01-08-2026,Summary Financials,Payroll,-469814.4
01-09-2026,Summary Financials,Payroll,-499814.4
01-10-2026,Summary Financials,Payroll,-543964.8
01-11-2026,Summary Financials,Payroll,-569404.8
01-12-2026,Summary Financials,Payroll,-599923.2
01-01-2027,Summary Financials,Payroll,-643506.048
01-02-2027,Summary Financials,Payroll,-675426.048
01-03-2027,Summary Financials,Payroll,-705906.048
01-04-2027,Summary Financials,Payroll,-775544.064
01-05-2027,Summary Financials,Payroll,-811544.064
01-06-2027,Summary Financials,Payroll,-861464.064
01-07-2027,Summary Financials,Payroll,-936989.952
01-08-2027,Summary Financials,Payroll,-991585.152
01-09-2027,Summary Financials,Payroll,-1047985.152
01-10-2027,Summary Financials,Payroll,-1147517.184
01-11-2027,Summary Financials,Payroll,-1209552.384
01-12-2027,Summary Financials,Payroll,-1289993.856
01-01-2028,Summary Financials,Payroll,-1395480.484
01-02-2028,Summary Financials,Payroll,-1500034.084
01-03-2028,Summary Financials,Payroll,-1604472.484
01-04-2028,Summary Financials,Payroll,-1742043.525
01-05-2028,Summary Financials,Payroll,-1852923.525
01-06-2028,Summary Financials,Payroll,-1994917.125
01-07-2028,Summary Financials,Payroll,-2174959.196
01-08-2028,Summary Financials,Payroll,-2335326.812
01-09-2028,Summary Financials,Payroll,-2507838.812
01-10-2028,Summary Financials,Payroll,-2737801.375
01-11-2028,Summary Financials,Payroll,-2958764.191
01-12-2028,Summary Financials,Payroll,-3181199.508
01-01-2024,Summary Financials,G&A,-210.625
01-02-2024,Summary Financials,G&A,-419.25
01-03-2024,Summary Financials,G&A,-630.375
01-04-2024,Summary Financials,G&A,-844
01-05-2024,Summary Financials,G&A,-1064.5
01-06-2024,Summary Financials,G&A,-1293.375
01-07-2024,Summary Financials,G&A,-1533.625
01-08-2024,Summary Financials,G&A,-1786.625
01-09-2024,Summary Financials,G&A,-2055.375
01-10-2024,Summary Financials,G&A,-2341.25
01-11-2024,Summary Financials,G&A,-2645.75
01-12-2024,Summary Financials,G&A,-2971.75
01-01-2025,Summary Financials,G&A,-3297.625
01-02-2025,Summary Financials,G&A,-3648.125
01-03-2025,Summary Financials,G&A,-4026.125
01-04-2025,Summary Financials,G&A,-4436
01-05-2025,Summary Financials,G&A,-4879.25
01-06-2025,Summary Financials,G&A,-5358.875
01-07-2025,Summary Financials,G&A,-5879.25
01-08-2025,Summary Financials,G&A,-6444.75
01-09-2025,Summary Financials,G&A,-7058.25
01-10-2025,Summary Financials,G&A,-7727.125
01-11-2025,Summary Financials,G&A,-8454.375
01-12-2025,Summary Financials,G&A,-9242.875
01-01-2026,Summary Financials,G&A,-10053.375
01-02-2026,Summary Financials,G&A,-10935.625
01-03-2026,Summary Financials,G&A,-11897
01-04-2026,Summary Financials,G&A,-12946.375
01-05-2026,Summary Financials,G&A,-14088.125
01-06-2026,Summary Financials,G&A,-15334
01-07-2026,Summary Financials,G&A,-16692.875
01-08-2026,Summary Financials,G&A,-18173.75
01-09-2026,Summary Financials,G&A,-19788.375
01-10-2026,Summary Financials,G&A,-21548.5
01-11-2026,Summary Financials,G&A,-23471.75
01-12-2026,Summary Financials,G&A,-25570.125
01-01-2027,Summary Financials,G&A,-27858.5
01-02-2027,Summary Financials,G&A,-30358.875
01-03-2027,Summary Financials,G&A,-33090.5
01-04-2027,Summary Financials,G&A,-36071.25
01-05-2027,Summary Financials,G&A,-39329.125
01-06-2027,Summary Financials,G&A,-42889.25
01-07-2027,Summary Financials,G&A,-46779.875
01-08-2027,Summary Financials,G&A,-51033.5
01-09-2027,Summary Financials,G&A,-55682.75
01-10-2027,Summary Financials,G&A,-60763.25
01-11-2027,Summary Financials,G&A,-66318
01-12-2027,Summary Financials,G&A,-72392.875
01-01-2028,Summary Financials,G&A,-79036.875
01-02-2028,Summary Financials,G&A,-86305
01-03-2028,Summary Financials,G&A,-94252.25
01-04-2028,Summary Financials,G&A,-102948.125
01-05-2028,Summary Financials,G&A,-112462.625
01-06-2028,Summary Financials,G&A,-122874.5
01-07-2028,Summary Financials,G&A,-134268.375
01-08-2028,Summary Financials,G&A,-146740.875
01-09-2028,Summary Financials,G&A,-160393.125
01-10-2028,Summary Financials,G&A,-175336.75
01-11-2028,Summary Financials,G&A,-191696.625
01-12-2028,Summary Financials,G&A,-209611
01-01-2024,Summary Financials,S&M,-20000
01-02-2024,Summary Financials,S&M,-21700
01-03-2024,Summary Financials,S&M,-23500
01-04-2024,Summary Financials,S&M,-24398
01-05-2024,Summary Financials,S&M,-26508
01-06-2024,Summary Financials,S&M,-28713
01-07-2024,Summary Financials,S&M,-29870.76
01-08-2024,Summary Financials,S&M,-32443.84
01-09-2024,Summary Financials,S&M,-35197.42
01-10-2024,Summary Financials,S&M,-36698.0821
01-11-2024,Summary Financials,S&M,-39776.3118
01-12-2024,Summary Financials,S&M,-43208.5511
01-01-2025,Summary Financials,S&M,-45005.78856
01-02-2025,Summary Financials,S&M,-48879.93312
01-03-2025,Summary Financials,S&M,-52998.42955
01-04-2025,Summary Financials,S&M,-55199.67763
01-05-2025,Summary Financials,S&M,-60029.26005
01-06-2025,Summary Financials,S&M,-65090.97675
01-07-2025,Summary Financials,S&M,-67814.6623
01-08-2025,Summary Financials,S&M,-73655.84897
01-09-2025,Summary Financials,S&M,-80031.17598
01-10-2025,Summary Financials,S&M,-83423.11537
01-11-2025,Summary Financials,S&M,-90687.52036
01-12-2025,Summary Financials,S&M,-98532.52429
01-01-2026,Summary Financials,S&M,-102644.6138
01-02-2026,Summary Financials,S&M,-111684.029
01-03-2026,Summary Financials,S&M,-121477.2714
01-04-2026,Summary Financials,S&M,-126558.3096
01-05-2026,Summary Financials,S&M,-137644.3617
01-06-2026,Summary Financials,S&M,-149790.8055
01-07-2026,Summary Financials,S&M,-156037.3361
01-08-2026,Summary Financials,S&M,-169714.566
01-09-2026,Summary Financials,S&M,-184644.7446
01-10-2026,Summary Financials,S&M,-192496.6633
01-11-2026,Summary Financials,S&M,-209534.7553
01-12-2026,Summary Financials,S&M,-228053.4481
01-01-2027,Summary Financials,S&M,-237690.921
01-02-2027,Summary Financials,S&M,-258872.7802
01-03-2027,Summary Financials,S&M,-281983.9531
01-04-2027,Summary Financials,S&M,-293910.1452
01-05-2027,Summary Financials,S&M,-320223.829
01-06-2027,Summary Financials,S&M,-348975.3003
01-07-2027,Summary Financials,S&M,-363890.0591
01-08-2027,Summary Financials,S&M,-396598.6419
01-09-2027,Summary Financials,S&M,-432349.6685
01-10-2027,Summary Financials,S&M,-450836.3423
01-11-2027,Summary Financials,S&M,-491533.2454
01-12-2027,Summary Financials,S&M,-536047.772
01-01-2028,Summary Financials,S&M,-559014.2698
01-02-2028,Summary Financials,S&M,-609687.5756
01-03-2028,Summary Financials,S&M,-665049.9386
01-04-2028,Summary Financials,S&M,-693604.6847
01-05-2028,Summary Financials,S&M,-756812.0471
01-06-2028,Summary Financials,S&M,-825864.7392
01-07-2028,Summary Financials,S&M,-861344.0535
01-08-2028,Summary Financials,S&M,-940135.2205
01-09-2028,Summary Financials,S&M,-1026239.112
01-10-2028,Summary Financials,S&M,-1070371.035
01-11-2028,Summary Financials,S&M,-1168625.386
01-12-2028,Summary Financials,S&M,-1276110.815
01-01-2024,Summary Financials,Facilities,-14000
01-02-2024,Summary Financials,Facilities,-14000
01-03-2024,Summary Financials,Facilities,-14000
01-04-2024,Summary Financials,Facilities,-14000
01-05-2024,Summary Financials,Facilities,-14000
01-06-2024,Summary Financials,Facilities,-14000
01-07-2024,Summary Financials,Facilities,-14000
01-08-2024,Summary Financials,Facilities,-14000
01-09-2024,Summary Financials,Facilities,-14000
01-10-2024,Summary Financials,Facilities,-14000
01-11-2024,Summary Financials,Facilities,-14000
01-12-2024,Summary Financials,Facilities,-14000
01-01-2025,Summary Financials,Facilities,-14000
01-02-2025,Summary Financials,Facilities,-14000
01-03-2025,Summary Financials,Facilities,-14000
01-04-2025,Summary Financials,Facilities,-14000
01-05-2025,Summary Financials,Facilities,-14000
01-06-2025,Summary Financials,Facilities,-14000
01-07-2025,Summary Financials,Facilities,-14000
01-08-2025,Summary Financials,Facilities,-14000
01-09-2025,Summary Financials,Facilities,-14000
01-10-2025,Summary Financials,Facilities,-14000
01-11-2025,Summary Financials,Facilities,-14000
01-12-2025,Summary Financials,Facilities,-28000
01-01-2026,Summary Financials,Facilities,-28000
01-02-2026,Summary Financials,Facilities,-28000
01-03-2026,Summary Financials,Facilities,-28000
01-04-2026,Summary Financials,Facilities,-28000
01-05-2026,Summary Financials,Facilities,-28000
01-06-2026,Summary Financials,Facilities,-28000
01-07-2026,Summary Financials,Facilities,-28000
01-08-2026,Summary Financials,Facilities,-28000
01-09-2026,Summary Financials,Facilities,-28000
01-10-2026,Summary Financials,Facilities,-28000
01-11-2026,Summary Financials,Facilities,-28000
01-12-2026,Summary Financials,Facilities,-28000
01-01-2027,Summary Financials,Facilities,-28000
01-02-2027,Summary Financials,Facilities,-28000
01-03-2027,Summary Financials,Facilities,-28000
01-04-2027,Summary Financials,Facilities,-28000
01-05-2027,Summary Financials,Facilities,-28000
01-06-2027,Summary Financials,Facilities,-28000
01-07-2027,Summary Financials,Facilities,-28000
01-08-2027,Summary Financials,Facilities,-28000
01-09-2027,Summary Financials,Facilities,-28000
01-10-2027,Summary Financials,Facilities,-28000
01-11-2027,Summary Financials,Facilities,-28000
01-12-2027,Summary Financials,Facilities,-28000
01-01-2028,Summary Financials,Facilities,-28000
01-02-2028,Summary Financials,Facilities,-28000
01-03-2028,Summary Financials,Facilities,-28000
01-04-2028,Summary Financials,Facilities,-28000
01-05-2028,Summary Financials,Facilities,-28000
01-06-2028,Summary Financials,Facilities,-28000
01-07-2028,Summary Financials,Facilities,-28000
01-08-2028,Summary Financials,Facilities,-28000
01-09-2028,Summary Financials,Facilities,-28000
01-10-2028,Summary Financials,Facilities,-28000
01-11-2028,Summary Financials,Facilities,-28000
01-12-2028,Summary Financials,Facilities,-28000
01-01-2024,Summary Financials,Miscellaneous,-210.625
01-02-2024,Summary Financials,Miscellaneous,-419.25
01-03-2024,Summary Financials,Miscellaneous,-630.375
01-04-2024,Summary Financials,Miscellaneous,-844
01-05-2024,Summary Financials,Miscellaneous,-1064.5
01-06-2024,Summary Financials,Miscellaneous,-1293.375
01-07-2024,Summary Financials,Miscellaneous,-1533.625
01-08-2024,Summary Financials,Miscellaneous,-1786.625
01-09-2024,Summary Financials,Miscellaneous,-2055.375
01-10-2024,Summary Financials,Miscellaneous,-2341.25
01-11-2024,Summary Financials,Miscellaneous,-2645.75
01-12-2024,Summary Financials,Miscellaneous,-2971.75
01-01-2025,Summary Financials,Miscellaneous,-3297.625
01-02-2025,Summary Financials,Miscellaneous,-3648.125
01-03-2025,Summary Financials,Miscellaneous,-4026.125
01-04-2025,Summary Financials,Miscellaneous,-4436
01-05-2025,Summary Financials,Miscellaneous,-4879.25
01-06-2025,Summary Financials,Miscellaneous,-5358.875
01-07-2025,Summary Financials,Miscellaneous,-5879.25
01-08-2025,Summary Financials,Miscellaneous,-6444.75
01-09-2025,Summary Financials,Miscellaneous,-7058.25
01-10-2025,Summary Financials,Miscellaneous,-7727.125
01-11-2025,Summary Financials,Miscellaneous,-8454.375
01-12-2025,Summary Financials,Miscellaneous,-9242.875
01-01-2026,Summary Financials,Miscellaneous,-10053.375
01-02-2026,Summary Financials,Miscellaneous,-10935.625
01-03-2026,Summary Financials,Miscellaneous,-11897
01-04-2026,Summary Financials,Miscellaneous,-12946.375
01-05-2026,Summary Financials,Miscellaneous,-14088.125
01-06-2026,Summary Financials,Miscellaneous,-15334
01-07-2026,Summary Financials,Miscellaneous,-16692.875
01-08-2026,Summary Financials,Miscellaneous,-18173.75
01-09-2026,Summary Financials,Miscellaneous,-19788.375
01-10-2026,Summary Financials,Miscellaneous,-21548.5
01-11-2026,Summary Financials,Miscellaneous,-23471.75
01-12-2026,Summary Financials,Miscellaneous,-25570.125
01-01-2027,Summary Financials,Miscellaneous,-27858.5
01-02-2027,Summary Financials,Miscellaneous,-30358.875
01-03-2027,Summary Financials,Miscellaneous,-33090.5
01-04-2027,Summary Financials,Miscellaneous,-36071.25
01-05-2027,Summary Financials,Miscellaneous,-39329.125
01-06-2027,Summary Financials,Miscellaneous,-42889.25
01-07-2027,Summary Financials,Miscellaneous,-46779.875
01-08-2027,Summary Financials,Miscellaneous,-51033.5
01-09-2027,Summary Financials,Miscellaneous,-55682.75
01-10-2027,Summary Financials,Miscellaneous,-60763.25
01-11-2027,Summary Financials,Miscellaneous,-66318
01-12-2027,Summary Financials,Miscellaneous,-72392.875
01-01-2028,Summary Financials,Miscellaneous,-79036.875
01-02-2028,Summary Financials,Miscellaneous,-86305
01-03-2028,Summary Financials,Miscellaneous,-94252.25
01-04-2028,Summary Financials,Miscellaneous,-102948.125
01-05-2028,Summary Financials,Miscellaneous,-112462.625
01-06-2028,Summary Financials,Miscellaneous,-122874.5
01-07-2028,Summary Financials,Miscellaneous,-134268.375
01-08-2028,Summary Financials,Miscellaneous,-146740.875
01-09-2028,Summary Financials,Miscellaneous,-160393.125
01-10-2028,Summary Financials,Miscellaneous,-175336.75
01-11-2028,Summary Financials,Miscellaneous,-191696.625
01-12-2028,Summary Financials,Miscellaneous,-209611
01-01-2024,Summary Financials,OPEX,-88421.25
01-02-2024,Summary Financials,OPEX,-90538.5
01-03-2024,Summary Financials,OPEX,-92760.75
01-04-2024,Summary Financials,OPEX,-112086
01-05-2024,Summary Financials,OPEX,-114637
01-06-2024,Summary Financials,OPEX,-117299.75
01-07-2024,Summary Financials,OPEX,-142938.01
01-08-2024,Summary Financials,OPEX,-146017.09
01-09-2024,Summary Financials,OPEX,-149308.17
01-10-2024,Summary Financials,OPEX,-187380.5821
01-11-2024,Summary Financials,OPEX,-191067.8118
01-12-2024,Summary Financials,OPEX,-201152.0511
01-01-2025,Summary Financials,OPEX,-225921.0386
01-02-2025,Summary Financials,OPEX,-230496.1831
01-03-2025,Summary Financials,OPEX,-235370.6796
01-04-2025,Summary Financials,OPEX,-281831.6776
01-05-2025,Summary Financials,OPEX,-287547.7601
01-06-2025,Summary Financials,OPEX,-293568.7268
01-07-2025,Summary Financials,OPEX,-323253.1623
01-08-2025,Summary Financials,OPEX,-348225.349
01-09-2025,Summary Financials,OPEX,-355827.676
01-10-2025,Summary Financials,OPEX,-387437.3654
01-11-2025,Summary Financials,OPEX,-414156.2704
